gene,old_mean_log1p_CP10K,new_mean_log1p_CP10K,delta_new_minus_old,old_total,new_total,abs_delta
NUP50-DT,0.012217591,0.012938532,0.00072094146,19.0,33.0,0.00072094146
PPP3CC,0.043575563,0.04285883,-0.00071673095,72.0,122.0,0.00071673095
SIPA1L2,0.040768404,0.040051814,-0.0007165894,58.0,89.0,0.0007165894
CDKN2B-AS1,0.0031209385,0.002404957,-0.00071598147,4.0,2.0,0.00071598147
TTLL11,0.0059583634,0.005242871,-0.0007154923,12.0,16.0,0.0007154923
DES,0.043188002,0.04247549,-0.0007125102,60.0,88.0,0.0007125102
HOXD9,0.000712154,0.0,-0.000712154,2.0,0.0,0.000712154
SYTL5,0.0028802268,0.0035922865,0.0007120597,4.0,7.0,0.0007120597
KATNAL1,0.008828346,0.009536965,0.00070861913,15.0,19.0,0.00070861913
GCH1,0.03614992,0.035442397,-0.00070752203,62.0,111.0,0.00070752203
NAT8L,0.0029697088,0.0036770168,0.00070730806,4.0,6.0,0.00070730806
STC2,0.00032226095,0.0010286107,0.0007063498,1.0,5.0,0.0007063498
ETV2,0.040767945,0.041472536,0.00070459023,66.0,105.0,0.00070459023
REG3G,0.035098694,0.034394156,-0.0007045381,66.0,137.0,0.0007045381
PKHD1,0.0062069283,0.0069100675,0.00070313923,11.0,23.0,0.00070313923
RASGRP1,0.010745394,0.010043848,-0.00070154574,16.0,23.0,0.00070154574
FAXC,0.013725765,0.013024491,-0.0007012738,22.0,29.0,0.0007012738
TMEM35A,0.0061681587,0.0068684095,0.00070025073,7.0,11.0,0.00070025073
SIGLEC10,0.0,0.0006982727,0.0006982727,0.0,2.0,0.0006982727
SOX5,0.0013680902,0.00067114853,-0.0006969416,3.0,3.0,0.0006969416
EPHA4,0.006905083,0.0062091183,-0.0006959648,9.0,10.0,0.0006959648
TGFBR3,0.0068152808,0.0061207563,-0.0006945245,12.0,22.0,0.0006945245
NCAM1,0.0095354365,0.008841443,-0.00069399364,14.0,21.0,0.00069399364
TNFAIP2,0.00333834,0.002644801,-0.0006935389,6.0,11.0,0.0006935389
VSNL1,0.0078382855,0.008531394,0.0006931089,12.0,16.0,0.0006931089
RASD1,0.060413785,0.06110688,0.000693094,114.0,237.0,0.000693094
DYSF,0.003349716,0.0040399604,0.0006902444,6.0,15.0,0.0006902444
KIF24,0.0026772255,0.0033666042,0.0006893787,5.0,9.0,0.0006893787
HSPB8,0.00068797224,0.0,-0.00068797224,1.0,0.0,0.00068797224
KITLG,0.028160268,0.027472375,-0.0006878935,47.0,94.0,0.0006878935
DUSP5,0.046270177,0.046958014,0.0006878376,74.0,114.0,0.0006878376
TNMD,0.0023549323,0.003041178,0.00068624574,5.0,14.0,0.00068624574
SLC41A2,0.007840293,0.008526359,0.0006860653,16.0,32.0,0.0006860653
BMPER,0.002124789,0.0014397715,-0.00068501744,3.0,5.0,0.00068501744
DOK5,0.0016644791,0.0009794743,-0.00068500487,1.0,1.0,0.00068500487
LINC00964,0.0011555243,0.0018391891,0.0006836648,2.0,3.0,0.0006836648
VGF,0.0029613578,0.00364399,0.0006826322,5.0,9.0,0.0006826322
PRKAR2B,0.0006786413,0.0,-0.0006786413,1.0,0.0,0.0006786413
BCL2A1,0.0018543351,0.0025314419,0.0006771068,3.0,7.0,0.0006771068
ISL2,0.0013535662,0.00067715667,-0.0006764095,2.0,2.0,0.0006764095
SMAD6,0.048129614,0.0474545,-0.00067511573,77.0,152.0,0.00067511573
SFRP4,0.0011615022,0.00048773043,-0.0006737718,2.0,2.0,0.0006737718
KIT,0.004785212,0.005456324,0.000671112,6.0,7.0,0.000671112
POC1B-GALNT4,0.0014808499,0.00080983207,-0.00067101786,3.0,4.0,0.00067101786
MIXL1,0.0019771433,0.0013070706,-0.00067007274,3.0,5.0,0.00067007274
C2CD4B,0.0037897148,0.003119905,-0.00066980976,3.0,5.0,0.00066980976
COL21A1,0.010129299,0.010796482,0.0006671827,17.0,42.0,0.0006671827
LINC00470,0.00066551904,0.0,-0.00066551904,1.0,0.0,0.00066551904
PLVAP,0.013593532,0.014257855,0.00066432264,24.0,47.0,0.00066432264
TNFSF4,0.0033715814,0.004035544,0.0006639627,5.0,8.0,0.0006639627
PLCD3,0.011434392,0.010770892,-0.0006635003,19.0,29.0,0.0006635003
CEP128,0.008593632,0.007931175,-0.0006624572,14.0,16.0,0.0006624572
CPED1,0.0,0.0006622551,0.0006622551,0.0,2.0,0.0006622551
LINC02413,0.00085697277,0.0001949184,-0.0006620544,2.0,1.0,0.0006620544
KLK12,0.0039037787,0.004565803,0.00066202413,7.0,9.0,0.00066202413
MS4A6A,0.0028511265,0.0021892146,-0.0006619119,4.0,7.0,0.0006619119
KIF18B,0.0018923028,0.0012311721,-0.00066113065,4.0,4.0,0.00066113065
SLC2A9,0.037857484,0.03719643,-0.00066105276,61.0,138.0,0.00066105276
LINC02550,0.010126505,0.0107875485,0.00066104345,16.0,20.0,0.00066104345
KANSL1L,0.021872768,0.021211913,-0.0006608553,31.0,40.0,0.0006608553
TNFAIP6,0.00073920225,0.0013989229,0.0006597206,1.0,6.0,0.0006597206
SCN9A,0.026197923,0.026856069,0.0006581452,40.0,61.0,0.0006581452
CLMP,0.00691908,0.007577172,0.0006580921,10.0,21.0,0.0006580921
CTCFL,0.00065565563,0.0,-0.00065565563,1.0,0.0,0.00065565563
TXNDC5,0.0042456593,0.0049010525,0.0006553931,7.0,15.0,0.0006553931
OSR1,0.0027236147,0.0033777417,0.000654127,5.0,11.0,0.000654127
NCOA7,0.4250881,0.42574096,0.0006528497,899.0,1818.0,0.0006528497
TDRD12,0.0029801552,0.0036327054,0.00065255025,3.0,3.0,0.00065255025
LEF1,0.0066366876,0.005985299,-0.00065138843,11.0,23.0,0.00065138843
TRIB3,0.005771539,0.0064221765,0.0006506373,11.0,30.0,0.0006506373
RIMS1,0.0,0.00064827764,0.00064827764,0.0,1.0,0.00064827764
NXPE4,0.00064802915,0.0,-0.00064802915,1.0,0.0,0.00064802915
WASF1,0.016477237,0.017124124,0.00064688735,25.0,26.0,0.00064688735
SLC9A8,0.019866973,0.020512855,0.0006458815,33.0,50.0,0.0006458815
EIF5A2,0.021981623,0.021335961,-0.0006456617,39.0,79.0,0.0006456617
CFAP300,0.009921417,0.00927671,-0.0006447062,16.0,22.0,0.0006447062
RAP2B,0.03915561,0.039798558,0.00064294785,65.0,95.0,0.00064294785
TESC,0.009573455,0.0102159,0.00064244494,18.0,34.0,0.00064244494
LINC01719,0.002245238,0.001602961,-0.00064227707,3.0,3.0,0.00064227707
EMCN,0.003809872,0.0031677699,-0.0006421022,6.0,11.0,0.0006421022
TMEM88,0.004276473,0.0049178656,0.00064139254,7.0,17.0,0.00064139254
FAM124A,0.0006409475,0.0,-0.0006409475,1.0,0.0,0.0006409475
PARD6G,0.013849316,0.013208818,-0.0006404985,17.0,19.0,0.0006404985
ADH4,0.013598814,0.014236472,0.00063765794,25.0,62.0,0.00063765794
KIAA1755,0.0024792058,0.0031131725,0.00063396664,3.0,7.0,0.00063396664
ZBTB7C,0.0031003791,0.003734237,0.0006338579,6.0,16.0,0.0006338579
EBF1,0.0013274129,0.0006953625,-0.0006320504,2.0,2.0,0.0006320504
IL17RD,0.0038458442,0.0032148375,-0.00063100667,7.0,7.0,0.00063100667
CACNG8,0.0022374324,0.0028684048,0.00063097244,4.0,7.0,0.00063097244
KCNH5,0.003267083,0.0038974416,0.00063035847,4.0,4.0,0.00063035847
TRAF3IP3,0.004746424,0.005373905,0.0006274809,8.0,22.0,0.0006274809
IL20RB,0.0025840644,0.0019569353,-0.0006271291,3.0,2.0,0.0006271291
SLC15A1,0.05221966,0.05159292,-0.0006267391,79.0,106.0,0.0006267391
ZFY,0.034306698,0.03493161,0.0006249137,55.0,83.0,0.0006249137
ABCA7,0.0050019627,0.005625112,0.00062314933,7.0,10.0,0.00062314933
REG1B,0.0033555212,0.0039782454,0.0006227242,5.0,16.0,0.0006227242
IRX2,0.0053663813,0.0047448315,-0.0006215498,11.0,20.0,0.0006215498
CYSLTR2,0.0053641633,0.005985627,0.00062146364,9.0,27.0,0.00062146364
PDGFRB,0.008562192,0.007941095,-0.00062109716,16.0,27.0,0.00062109716
LRRC8E,0.0052837147,0.0059031053,0.0006193905,8.0,19.0,0.0006193905
CNOT2,0.39636526,0.3969794,0.00061413646,690.0,1149.0,0.00061413646
HOXA7,0.013145058,0.013757605,0.0006125467,22.0,52.0,0.0006125467
SH3BP5L,0.059448786,0.060060795,0.0006120093,86.0,127.0,0.0006120093
FRMD1,0.006361467,0.0057504256,-0.0006110412,12.0,24.0,0.0006110412
FGD5,0.0030762749,0.0024663252,-0.0006099497,6.0,8.0,0.0006099497
VWA5B2,0.0025298886,0.0031369743,0.00060708565,3.0,7.0,0.00060708565
C3AR1,0.0006048418,0.0012113727,0.00060653087,1.0,6.0,0.00060653087
BCAN,0.0020966919,0.0014921523,-0.0006045395,3.0,5.0,0.0006045395
SIX4,0.0005279526,0.0011307177,0.00060276507,1.0,5.0,0.00060276507
MYO1C,0.09846512,0.097862676,-0.0006024465,173.0,329.0,0.0006024465
SCHIP1,0.00059809536,0.0,-0.00059809536,1.0,0.0,0.00059809536
CFL2,0.08712978,0.08772714,0.00059735775,139.0,252.0,0.00059735775
COLEC11,0.0028622327,0.0034588124,0.00059657963,4.0,11.0,0.00059657963
SLC6A16,0.0,0.00059491856,0.00059491856,0.0,1.0,0.00059491856
RORC,0.0025173102,0.003109596,0.00059228577,4.0,13.0,0.00059228577
PTCHD1,0.0005507181,0.0011422856,0.00059156754,1.0,6.0,0.00059156754
FGF20,0.004646559,0.005236692,0.000590133,8.0,11.0,0.000590133
LYPD6B,0.030740716,0.031330787,0.0005900711,48.0,53.0,0.0005900711
TRIM47,0.0038936585,0.0033041753,-0.0005894832,7.0,14.0,0.0005894832
TSPAN5,0.020423668,0.019835284,-0.0005883835,29.0,30.0,0.0005883835
CBS,0.00058836216,0.0,-0.00058836216,1.0,0.0,0.00058836216
CACNA1F,0.0025823163,0.0019957135,-0.00058660284,3.0,6.0,0.00058660284
SULF1,0.005836772,0.0064206608,0.00058388896,10.0,23.0,0.00058388896
SHBG,0.008981447,0.008399303,-0.00058214366,16.0,29.0,0.00058214366
OSBPL6,0.002157967,0.002739665,0.000581698,3.0,5.0,0.000581698
DENND2C,0.009898478,0.009318968,-0.0005795099,20.0,22.0,0.0005795099
PLCL1,0.0025544963,0.0019755901,-0.00057890615,4.0,5.0,0.00057890615
GIMAP4,0.00054263166,0.0011153993,0.00057276763,1.0,3.0,0.00057276763
ZFHX4,0.0045917225,0.0051626493,0.0005709268,7.0,17.0,0.0005709268
STC1,0.0020056656,0.0025764308,0.00057076523,2.0,3.0,0.00057076523
NXF3,0.0019541692,0.002524441,0.00057027186,4.0,11.0,0.00057027186
MYL4,0.0027608317,0.0033295024,0.0005686707,3.0,3.0,0.0005686707
TBL1Y,0.003532994,0.004101242,0.00056824787,5.0,6.0,0.00056824787
GIP,0.010081892,0.010649874,0.000567982,17.0,34.0,0.000567982
CA4,0.0010958776,0.00052792544,-0.0005679522,2.0,1.0,0.0005679522
EGR2,0.01431744,0.014885024,0.0005675843,21.0,32.0,0.0005675843
FBXW10,0.003017707,0.0024520634,-0.00056564366,6.0,10.0,0.00056564366
RERGL,0.0015280193,0.0020920036,0.0005639843,2.0,5.0,0.0005639843
ELAVL4,0.005660113,0.006223854,0.0005637412,6.0,9.0,0.0005637412
FAM178B,0.0021222753,0.0026843974,0.0005621221,4.0,4.0,0.0005621221
DOCK4,0.0055302344,0.0060921274,0.000561893,8.0,15.0,0.000561893
ZFY-AS1,0.00056018826,0.0,-0.00056018826,1.0,0.0,0.00056018826
HSPA12B,0.0008050734,0.0013640499,0.00055897643,1.0,5.0,0.00055897643
ZNF26,0.058400977,0.058958612,0.000557635,93.0,141.0,0.000557635
CFP,0.0005570756,0.0,-0.0005570756,1.0,0.0,0.0005570756
CD163L1,0.0005566814,0.0,-0.0005566814,1.0,0.0,0.0005566814
MB,0.0010098885,0.0015665394,0.0005566509,2.0,3.0,0.0005566509
KCNH6,0.0016568531,0.0011004278,-0.0005564253,3.0,5.0,0.0005564253
MAFB,0.0071078157,0.006552342,-0.00055547385,11.0,21.0,0.00055547385
RBPMS2,0.0029997174,0.0035539113,0.000554194,4.0,8.0,0.000554194
BAALC,0.0040754564,0.0046286806,0.00055322424,5.0,8.0,0.00055322424
NRN1L,0.00055292033,0.0,-0.00055292033,1.0,0.0,0.00055292033
TAGLN3,0.0015778851,0.0010296181,-0.00054826704,3.0,2.0,0.00054826704
JPH1,0.010774217,0.010227399,-0.00054681767,18.0,38.0,0.00054681767
ACKR1,0.001547049,0.0020920662,0.0005450172,3.0,11.0,0.0005450172
APP,0.7375326,0.7380773,0.00054466724,1609.0,2723.0,0.00054466724
ZNF521,0.0032744936,0.003818138,0.0005436444,5.0,8.0,0.0005436444
GSKIP,0.19076636,0.19130878,0.00054241717,335.0,624.0,0.00054241717
CMC4,0.0064600576,0.0070012123,0.00054115476,13.0,27.0,0.00054115476
C1orf216,0.005866621,0.0064073387,0.0005407175,10.0,25.0,0.0005407175
ATP8A2,0.0047654854,0.0053051175,0.00053963205,8.0,10.0,0.00053963205
UBR3,0.064409144,0.06494871,0.0005395636,95.0,130.0,0.0005395636
ARL6IP5,0.55255175,0.5520141,-0.0005376339,1043.0,1814.0,0.0005376339
HPGDS,0.0015294997,0.0009938495,-0.0005356502,2.0,4.0,0.0005356502
CDC20B,0.0023796484,0.0018441635,-0.00053548487,2.0,2.0,0.00053548487
UPK1B,0.009020337,0.009554654,0.00053431746,13.0,11.0,0.00053431746
C3orf70,0.013687585,0.01315354,-0.0005340446,21.0,34.0,0.0005340446
OTOP2,0.0012999483,0.00076718634,-0.000532762,1.0,1.0,0.000532762
PLEKHG4B,0.0062872265,0.0057547893,-0.0005324371,10.0,8.0,0.0005324371
RGCC,0.0039721364,0.0034413012,-0.00053083524,7.0,9.0,0.00053083524
NPIPB13,0.0025549673,0.0030837331,0.00052876584,3.0,3.0,0.00052876584
COL17A1,0.0024785954,0.003005665,0.0005270697,5.0,9.0,0.0005270697
DCX,0.0006128886,0.0011398281,0.0005269395,1.0,2.0,0.0005269395
PDE10A,0.0011946302,0.0017208142,0.000526184,2.0,6.0,0.000526184
TXNDC11,0.06913687,0.068610884,-0.00052598864,115.0,151.0,0.00052598864
FOXN1,0.0007866108,0.0013119058,0.000525295,1.0,5.0,0.000525295
CA1,0.0021251938,0.0016006797,-0.0005245141,4.0,3.0,0.0005245141
PREX1,0.013378571,0.013901628,0.00052305683,17.0,26.0,0.00052305683
TAC3,0.0116689615,0.012192012,0.0005230503,18.0,20.0,0.0005230503
DEPDC1,0.009246966,0.009768109,0.00052114297,17.0,22.0,0.00052114297
GP5,0.0011640788,0.0006462951,-0.00051778374,2.0,2.0,0.00051778374
IL4I1,0.003960284,0.0044764862,0.0005162023,7.0,20.0,0.0005162023
CA14,0.0055603483,0.0060758395,0.00051549124,7.0,8.0,0.00051549124
SYNDIG1,0.008825643,0.009339963,0.0005143201,13.0,19.0,0.0005143201
TSHZ3,0.00081856834,0.00030476044,-0.00051380787,1.0,1.0,0.00051380787
RNASEK-C17orf49,0.0005133937,0.0,-0.0005133937,1.0,0.0,0.0005133937
SPINK7,0.0011698842,0.0006568135,-0.0005130707,2.0,4.0,0.0005130707
SLCO2A1,0.007712507,0.0072006667,-0.00051184045,11.0,14.0,0.00051184045
AKAP3,0.004263258,0.0047748243,0.0005115662,7.0,14.0,0.0005115662
VCAM1,0.00813892,0.008647782,0.0005088616,9.0,20.0,0.0005088616
CDKN2B,0.0030722637,0.002563725,-0.0005085387,4.0,8.0,0.0005085387
EGFL6,0.0057150503,0.005206886,-0.00050816406,9.0,12.0,0.00050816406
ZBTB20-AS4,0.001030315,0.0015384397,0.0005081247,2.0,6.0,0.0005081247
ZBTB49,0.021804443,0.022311931,0.00050748885,33.0,67.0,0.00050748885
FNDC7,0.0,0.00050620484,0.00050620484,0.0,2.0,0.00050620484
PLAT,0.021402542,0.020898102,-0.0005044397,36.0,61.0,0.0005044397
ROBO1,0.009498007,0.008993704,-0.0005043028,13.0,16.0,0.0005043028
ENOX1,0.00053109817,0.0010341089,0.00050301076,1.0,5.0,0.00050301076
AKR7A3,0.012596514,0.013099018,0.0005025035,23.0,48.0,0.0005025035
LYL1,0.0022560093,0.001755649,-0.0005003603,3.0,3.0,0.0005003603
LINC02570,0.00050031213,0.0,-0.00050031213,1.0,0.0,0.00050031213
ALPI,0.000499947,0.0,-0.000499947,1.0,0.0,0.000499947
ERCC3,0.10211242,0.102611385,0.0004989654,159.0,228.0,0.0004989654
PARP15,0.0,0.00049886684,0.00049886684,0.0,2.0,0.00049886684
SATB2-AS1,0.004100553,0.0036023378,-0.00049821544,8.0,3.0,0.00049821544
MBNL1-AS1,0.018718503,0.018221334,-0.0004971698,26.0,35.0,0.0004971698
ASB15,0.004664369,0.0041675223,-0.0004968466,8.0,17.0,0.0004968466
DNAH7,0.0110118445,0.011508195,0.0004963502,14.0,17.0,0.0004963502
EPHA3,0.0004963009,0.0,-0.0004963009,1.0,0.0,0.0004963009
HOXB8,0.0004963009,0.0,-0.0004963009,1.0,0.0,0.0004963009
ZNF804A,0.0047961725,0.004301347,-0.00049482565,7.0,13.0,0.00049482565
CBFB,0.062104397,0.062599175,0.00049477816,107.0,184.0,0.00049477816
LINC00265,0.0,0.000492874,0.000492874,0.0,1.0,0.000492874
SCN8A,0.0004928031,0.0,-0.0004928031,1.0,0.0,0.0004928031
RAI2,0.0010620587,0.0015533784,0.0004913197,2.0,3.0,0.0004913197
NIPSNAP3B,0.011035971,0.010545559,-0.0004904121,17.0,17.0,0.0004904121
COL22A1,0.0006515262,0.0011406172,0.000489091,1.0,2.0,0.000489091
NKAIN1,0.0018010631,0.0013162517,-0.00048481137,3.0,2.0,0.00048481137
LCTL,0.0017888863,0.0022732625,0.0004843762,2.0,2.0,0.0004843762
ZNF284,0.023031093,0.022547157,-0.0004839357,34.0,49.0,0.0004839357
GPRIN2,0.03441484,0.03393359,-0.0004812479,51.0,55.0,0.0004812479
APOH,0.060861453,0.06038028,-0.0004811734,94.0,174.0,0.0004811734
ARHGEF39,0.021729277,0.02221003,0.00048075244,38.0,54.0,0.00048075244
IDO1,0.00092653616,0.0014055565,0.0004790203,2.0,6.0,0.0004790203
GABRB3,0.0025403139,0.0030190782,0.0004787643,4.0,8.0,0.0004787643
DHDH,0.016726296,0.016247807,-0.00047848932,26.0,43.0,0.00047848932
SLA,0.000919024,0.0013966305,0.00047760655,1.0,3.0,0.00047760655
THBD,0.0029876325,0.0034649514,0.00047731888,6.0,11.0,0.00047731888
PKD1L1,0.021073129,0.02155016,0.00047703087,35.0,84.0,0.00047703087
KDM8,0.017246949,0.017723823,0.0004768744,27.0,35.0,0.0004768744
TYROBP,0.013636871,0.013160032,-0.00047683902,21.0,47.0,0.00047683902
MEGF10,0.0004765255,0.0,-0.0004765255,1.0,0.0,0.0004765255
HLA-G,0.00047467957,0.0,-0.00047467957,1.0,0.0,0.00047467957
KCNH8,0.0009957149,0.0014693782,0.00047366333,1.0,4.0,0.00047366333
SMAD9,0.004017433,0.004488431,0.00047099777,7.0,16.0,0.00047099777
LPGAT1,0.08835884,0.08882931,0.0004704669,140.0,202.0,0.0004704669
HOTTIP,0.0042180307,0.0046882187,0.00047018798,7.0,22.0,0.00047018798
HCAR3,0.0012562268,0.0017247896,0.00046856282,1.0,3.0,0.00046856282
PABPC5,0.0008170231,0.0012835775,0.00046655443,1.0,2.0,0.00046655443
MAGI2,0.011394056,0.011859135,0.0004650792,19.0,38.0,0.0004650792
REG3A,0.0105462475,0.011010288,0.0004640408,18.0,40.0,0.0004640408
NAALADL1,0.0075229285,0.0070592193,-0.00046370924,13.0,24.0,0.00046370924
CBLN2,0.00074728817,0.0012109557,0.0004636675,1.0,2.0,0.0004636675
DOK6,0.0008881014,0.0013514013,0.00046329992,1.0,2.0,0.00046329992
MEX3B,0.0048107645,0.005272899,0.00046213437,5.0,9.0,0.00046213437
TMEM178A,0.00583555,0.006295431,0.00045988103,10.0,16.0,0.00045988103
KCNQ2,0.00045759787,0.0,-0.00045759787,1.0,0.0,0.00045759787
PLEKHO1,0.011408687,0.01095157,-0.0004571164,17.0,20.0,0.0004571164
NAP1L3,0.0021778692,0.0017208481,-0.00045702106,4.0,5.0,0.00045702106
CST7,0.0021023203,0.001645475,-0.00045684527,3.0,5.0,0.00045684527
CACNA1H,0.0035706435,0.004026355,0.00045571174,3.0,2.0,0.00045571174
SLN,0.0044139507,0.004869485,0.0004555341,4.0,7.0,0.0004555341
TMSB15A,0.03378088,0.03423622,0.0004553385,46.0,61.0,0.0004553385
GPR176,0.00045505236,0.0,-0.00045505236,1.0,0.0,0.00045505236
CYP3A4,0.0016383121,0.002093009,0.00045469683,3.0,3.0,0.00045469683
FCRL2,0.0004540701,0.0,-0.0004540701,1.0,0.0,0.0004540701
GCOM1,0.0004540701,0.0,-0.0004540701,1.0,0.0,0.0004540701
GATA2,0.0014071924,0.00095314765,-0.00045404478,2.0,3.0,0.00045404478
ARHGAP20,0.00096506946,0.0005118193,-0.00045325013,2.0,2.0,0.00045325013
CSMD3,0.0048024002,0.004349383,-0.0004530172,7.0,5.0,0.0004530172
KRT13,0.000974587,0.0014273112,0.00045272423,2.0,8.0,0.00045272423
AP4B1-AS1,0.0022226165,0.0017707171,-0.00045189937,5.0,5.0,0.00045189937
INCENP,0.009351234,0.009802265,0.00045103114,15.0,20.0,0.00045103114
FBP2,0.0016650945,0.001214684,-0.00045041053,3.0,8.0,0.00045041053
SPACA4,0.0007821786,0.0012324083,0.00045022974,1.0,2.0,0.00045022974
PGC,0.004213548,0.0046632304,0.0004496826,8.0,22.0,0.0004496826
LINC02531,0.0022880444,0.0018387048,-0.00044933963,4.0,8.0,0.00044933963
CD40,0.0026814237,0.0022324144,-0.00044900924,4.0,8.0,0.00044900924
PTPRN2,0.09254666,0.09209833,-0.0004483238,145.0,228.0,0.0004483238
NEUROG3,0.0015928523,0.0020406938,0.00044784148,3.0,3.0,0.00044784148
PHACTR1,0.010955437,0.0114028575,0.0004474204,14.0,18.0,0.0004474204
LTF,0.0021608432,0.0026064764,0.0004456332,3.0,7.0,0.0004456332
SLC10A2,0.0021050288,0.0025499049,0.00044487603,5.0,8.0,0.00044487603
STMND1,0.002861909,0.0024182345,-0.00044367462,6.0,12.0,0.00044367462
FAT4,0.0032216308,0.003665179,0.0004435482,3.0,9.0,0.0004435482
TAGAP,0.0012311753,0.0016746344,0.00044345914,1.0,4.0,0.00044345914
LANCL3,0.0016281978,0.0020711846,0.00044298673,3.0,8.0,0.00044298673
PIMREG,0.016596992,0.017039623,0.00044263154,27.0,34.0,0.00044263154
ALDOB,0.026778493,0.027219875,0.0004413817,46.0,87.0,0.0004413817
PIK3C2G,0.005691114,0.006132109,0.0004409952,8.0,10.0,0.0004409952
CSRP2,0.046647992,0.04620728,-0.00044071302,75.0,131.0,0.00044071302
SEMA5B,0.0,0.0004393471,0.0004393471,0.0,2.0,0.0004393471
IL7R,0.0011699005,0.0016068941,0.00043699355,2.0,6.0,0.00043699355
C2orf42,0.032031063,0.032466885,0.0004358217,48.0,86.0,0.0004358217
KCNJ16,0.0017716007,0.0022070836,0.00043548294,2.0,2.0,0.00043548294
ZFAND2A,0.14420265,0.14376742,-0.00043523312,242.0,381.0,0.00043523312
ELAVL3,0.004317103,0.00475019,0.00043308688,7.0,16.0,0.00043308688
LINC01424,0.0024798715,0.0029113244,0.00043145288,3.0,7.0,0.00043145288
ST8SIA4,0.0015960608,0.0011665075,-0.00042955333,3.0,5.0,0.00042955333
MMP16,0.006007561,0.0064366576,0.00042909663,8.0,10.0,0.00042909663
CH25H,0.0041130055,0.003684707,-0.0004282985,5.0,8.0,0.0004282985
PPP2R5B,0.006552218,0.0069784704,0.00042625237,9.0,14.0,0.00042625237
C3,0.0062726177,0.0066987453,0.00042612758,12.0,26.0,0.00042612758
LRRTM1,0.0007821786,0.0012082035,0.0004260249,1.0,2.0,0.0004260249
RNASE2,0.0010730191,0.0014983808,0.00042536168,1.0,4.0,0.00042536168
HAND1,0.0018807385,0.0014554661,-0.0004252724,3.0,3.0,0.0004252724
FBLN2,0.0057988362,0.006223301,0.0004244647,8.0,24.0,0.0004244647
SYT5,0.0033775284,0.0029536353,-0.0004238931,4.0,5.0,0.0004238931
CDH18,0.0010137103,0.00059057673,-0.00042313355,1.0,1.0,0.00042313355
ESYT3,0.004467879,0.0048908386,0.00042295968,10.0,10.0,0.00042295968
FERMT2,0.019788945,0.02020857,0.00041962415,33.0,39.0,0.00041962415
LCP2,0.0016185769,0.002035849,0.0004172721,3.0,8.0,0.0004172721
SUSD2,0.0004154876,0.0,-0.0004154876,1.0,0.0,0.0004154876
IL13,0.0018727488,0.0022870703,0.00041432143,2.0,4.0,0.00041432143
DOC2A,0.020870365,0.021284448,0.00041408278,35.0,71.0,0.00041408278
SLC5A12,0.011681104,0.01209507,0.00041396637,17.0,27.0,0.00041396637
INSM1,0.0030152618,0.0034281616,0.00041289977,6.0,6.0,0.00041289977
GAS2L1,0.007382886,0.0077956957,0.00041280966,13.0,23.0,0.00041280966
GPR3,0.004857757,0.004447403,-0.00041035423,8.0,13.0,0.00041035423
PPM1L,0.013827348,0.014237697,0.0004103491,21.0,34.0,0.0004103491
TENT5B,0.01351396,0.013106898,-0.00040706154,21.0,44.0,0.00040706154
PCDH19,0.00092057424,0.00051393354,-0.0004066407,1.0,1.0,0.0004066407
GPR171,0.0022047313,0.0017999999,-0.0004047315,4.0,3.0,0.0004047315
PDZRN4,0.00090340624,0.0004992668,-0.00040413946,1.0,1.0,0.00040413946
TTLL6,0.0047514443,0.005155074,0.00040362962,11.0,19.0,0.00040362962
PSCA,0.0031479378,0.0035513125,0.00040337467,6.0,13.0,0.00040337467
ARC,0.0075948876,0.007192646,-0.00040224148,13.0,26.0,0.00040224148
MRO,0.009889079,0.009486875,-0.0004022047,14.0,15.0,0.0004022047
CD37,0.0021846895,0.0025854262,0.0004007367,3.0,9.0,0.0004007367
AP4E1,0.015945002,0.016345643,0.00040064007,25.0,35.0,0.00040064007
KCNK9,0.0018404875,0.0022406382,0.00040015078,2.0,5.0,0.00040015078
RCVRN,0.0,0.00039995476,0.00039995476,0.0,2.0,0.00039995476
PLB1,0.0038677785,0.0042669578,0.0003991793,7.0,8.0,0.0003991793
LINC01229,0.00039800827,0.0,-0.00039800827,1.0,0.0,0.00039800827
REP15,0.007955675,0.0075590163,-0.00039665867,16.0,29.0,0.00039665867
RDH16,0.0012965372,0.0016928245,0.0003962873,3.0,3.0,0.0003962873
TUSC1,0.03475372,0.03514886,0.00039513782,63.0,83.0,0.00039513782
TCF23,0.00039465333,0.0,-0.00039465333,1.0,0.0,0.00039465333
CORT,0.0012274175,0.0016204052,0.00039298774,2.0,7.0,0.00039298774
PDK1,0.05501359,0.05462324,-0.00039035082,89.0,133.0,0.00039035082
WNT11,0.0018481296,0.0014584236,-0.000389706,2.0,3.0,0.000389706
LINC00239,0.0056944094,0.005304801,-0.00038960855,8.0,14.0,0.00038960855
TCHH,0.0007895325,0.0011784065,0.00038887403,1.0,4.0,0.00038887403
TMEM236,0.008629241,0.008243491,-0.00038575009,17.0,28.0,0.00038575009
C1QB,0.008594939,0.008979865,0.0003849268,13.0,23.0,0.0003849268
JARID2-AS1,0.00083802594,0.00045387025,-0.0003841557,1.0,1.0,0.0003841557
SPAG17,0.0048179133,0.0052018673,0.00038395403,8.0,10.0,0.00038395403
ERICH5,0.0037405917,0.0041236673,0.00038307556,6.0,11.0,0.00038307556
